agency_name,agency_abbrev,agency_type,subagency_name,subagency_abbrev,url,used_by,used_by_category,used_by_fte,dataset_name,dataset_url
Department of Labor,DOL,Federal,General,,http://catalog.data.gov/dataset?q=organization:((ecab-dol-gov)+OR+(whd-dol-gov)+OR+(esba-dol-gov)+OR+(ojc-dol-gov)+OR+(eta-dol-gov)+OR+(osha-dol-gov)+OR+(oalj-dol-gov)+OR+(oasp-dol-gov)+OR+(msha-dol-gov)+OR+(bls-gov)+OR+(brb-dol-gov)),Eat Shop Sleep,Lifestyle & Consumer,NA,,
Department of Labor,DOL,Federal,General,,http://catalog.data.gov/dataset?q=organization:((ecab-dol-gov)+OR+(whd-dol-gov)+OR+(esba-dol-gov)+OR+(ojc-dol-gov)+OR+(eta-dol-gov)+OR+(osha-dol-gov)+OR+(oalj-dol-gov)+OR+(oasp-dol-gov)+OR+(msha-dol-gov)+OR+(bls-gov)+OR+(brb-dol-gov)),FutureAdvisor,Finance & Investment,11-50,,
Department of Labor,DOL,Federal,General,,http://catalog.data.gov/dataset?q=organization:((ecab-dol-gov)+OR+(whd-dol-gov)+OR+(esba-dol-gov)+OR+(ojc-dol-gov)+OR+(eta-dol-gov)+OR+(osha-dol-gov)+OR+(oalj-dol-gov)+OR+(oasp-dol-gov)+OR+(msha-dol-gov)+OR+(bls-gov)+OR+(brb-dol-gov)),GoodGuide,Lifestyle & Consumer,11-50,,
Department of Labor,DOL,Federal,General,,http://catalog.data.gov/dataset?q=organization:((ecab-dol-gov)+OR+(whd-dol-gov)+OR+(esba-dol-gov)+OR+(ojc-dol-gov)+OR+(eta-dol-gov)+OR+(osha-dol-gov)+OR+(oalj-dol-gov)+OR+(oasp-dol-gov)+OR+(msha-dol-gov)+OR+(bls-gov)+OR+(brb-dol-gov)),The Vanguard Group,Finance & Investment,"10,001+",,
Department of Labor,DOL,Federal,General,,http://catalog.data.gov/dataset?q=organization:((ecab-dol-gov)+OR+(whd-dol-gov)+OR+(esba-dol-gov)+OR+(ojc-dol-gov)+OR+(eta-dol-gov)+OR+(osha-dol-gov)+OR+(oalj-dol-gov)+OR+(oasp-dol-gov)+OR+(msha-dol-gov)+OR+(bls-gov)+OR+(brb-dol-gov)),Enigma.io,Data/Technology,11-50,,
Department of Labor,DOL,Federal,General,,http://catalog.data.gov/dataset?q=organization:((ecab-dol-gov)+OR+(whd-dol-gov)+OR+(esba-dol-gov)+OR+(ojc-dol-gov)+OR+(eta-dol-gov)+OR+(osha-dol-gov)+OR+(oalj-dol-gov)+OR+(oasp-dol-gov)+OR+(msha-dol-gov)+OR+(bls-gov)+OR+(brb-dol-gov)),Geoscape,Lifestyle & Consumer,11-50,,
Department of Labor,DOL,Federal,General,,http://catalog.data.gov/dataset?q=organization:((ecab-dol-gov)+OR+(whd-dol-gov)+OR+(esba-dol-gov)+OR+(ojc-dol-gov)+OR+(eta-dol-gov)+OR+(osha-dol-gov)+OR+(oalj-dol-gov)+OR+(oasp-dol-gov)+OR+(msha-dol-gov)+OR+(bls-gov)+OR+(brb-dol-gov)),"PayScale, Inc.",Business & Legal Services,51-200,,
California,CA,State,General,,http://data.ca.gov/,Captricity,Data/Technology,1-10,California Fair Political Practices Commission (FPPC),http://www.fppc.ca.gov/
California,CA,State,General,,http://data.ca.gov/,Lawdragon,Business & Legal Services,11-50,Databases of Licensed Lawyers,http://www.calbar.ca.gov/Public.aspx
California,CA,State,General,,http://data.ca.gov/,"Junar, Inc.",Data/Technology,1-10,Finance Data City of Cupertino,http://bit.ly/13Gii8P
California,CA,State,General,,http://data.ca.gov/,Think Computer Corporation,Business & Legal Services,1-10,Various California Superior Courts,
California,CA,State,General,,http://data.ca.gov/,Think Computer Corporation,Business & Legal Services,1-10,Contra Costa County Court,
California,CA,State,General,,http://data.ca.gov/,Think Computer Corporation,Business & Legal Services,1-10,San Bernardino County Court,
California,CA,State,General,,http://data.ca.gov/,Think Computer Corporation,Business & Legal Services,1-10,San Francisco County Court,
California,CA,State,General,,http://data.ca.gov/,Think Computer Corporation,Business & Legal Services,1-10,San Mateo County Court,
California,CA,State,General,,http://data.ca.gov/,Think Computer Corporation,Business & Legal Services,1-10,Santa Cruz County Court,
California,CA,State,General,,http://data.ca.gov/,Think Computer Corporation,Business & Legal Services,1-10,Riverside County Court,
California,CA,State,General,,http://data.ca.gov/,Webitects,Data/Technology,11-50,California Criminal Justice Data by County,
California,CA,State,General,,http://data.ca.gov/,"KidAdmit, Inc.",Education,1-10,Community Care Licensing,
California,CA,State,California Environmental Health Tracking Program,CEHTP,http://catalog.data.gov/organization/cdph-ca-gov,STILLWATER SUPERCOMPUTING INC,Research & Consulting,11-50,,
California,CA,State,Department of Education,DOE,http://www.cde.ca.gov/ds/,GreatSchools,Education,51-200,2013 STAR Test Results,http://star.cde.ca.gov/star2013/ResearchFileList.aspx
Chicago,CHI,City/County,General,,http://data.cityofchicago.org/,YourMapper,Geospatial/Mapping,1-10,Crime,
Chicago,CHI,City/County,General,,http://data.cityofchicago.org/,YourMapper,Geospatial/Mapping,1-10,Building Permits,
Chicago,CHI,City/County,General,,http://data.cityofchicago.org/,YourMapper,Geospatial/Mapping,1-10,Health Inspections,
Chicago,CHI,City/County,General,,http://data.cityofchicago.org/,Webitects,Data/Technology,11-50,Chicago Lobbyist Information,data.cityofchicago.org
Chicago,CHI,City/County,General,,http://data.cityofchicago.org/,Webitects,Data/Technology,11-50,Various Chicago Public School Data Sets,
Chicago,CHI,City/County,General,,http://data.cityofchicago.org/,Webitects,Data/Technology,11-50,Chicago Crime,
Chicago,CHI,City/County,General,,http://data.cityofchicago.org/,DataMade,Governance,1-10,Crimes - 2001 to Present,https://data.cityofchicago.org/Public-Safety/Crimes-2001-to-present/ijzp-q8t2
Chicago,CHI,City/County,General,,http://data.cityofchicago.org/,Code for America,Governance,51-200,,
Chicago,CHI,City/County,General,,http://data.cityofchicago.org/,CityScan,Geospatial/Mapping,1-10,,
Colorado,CO,State,General,,http://www.colorado.gov/data/,Pave,Finance & Investment,1-10,Post-Completion Wages of Graduates,
Commodity Futures Trading Commission,CFTC,Federal,General,,http://catalog.data.gov/organization/cftc-gov,Jurispect,Business & Legal Services,1-10,,
Consumer Financial Protection Bureau,CFPB,Federal,General,,http://catalog.data.gov/organization/cfpb-gov,BillGuard,Finance & Investment,11-50,CFPB Credit Card Complaint Database,https://data.consumerfinance.gov/dataset/Credit-card-complaint-responses-by-issue/3jqb-9gp3
Consumer Financial Protection Bureau,CFPB,Federal,General,,http://catalog.data.gov/organization/cfpb-gov,ideas42,Research & Consulting,11-50,Consumer Finance Protection Bureau (CFPB) Complaints Database,http://www.consumerfinance.gov/complaintdatabase/
Consumer Financial Protection Bureau,CFPB,Federal,General,,http://catalog.data.gov/organization/cfpb-gov,Jurispect,Business & Legal Services,1-10,,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,YourMapper,Geospatial/Mapping,1-10,Farmers Markets,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,Trulia,Housing/Real Estate,201-500,Forest Service Wildfire Map,http://www.firelab.org/fmi/data-products/229-wildland-fire-potential-wfp
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,Mapbox,Geospatial/Mapping,11-50,National agriculture imagery program (NAIP),http://www.fsa.usda.gov/FSA/apfoapp?area=home&subject=prog&topic=nai
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,FindTheBest.com,Lifestyle & Consumer,51-200,National Agricultural Library,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,Weight Watchers,Lifestyle & Consumer,"10,001+",National nutrient database,www.ars.usda.gov/nutrientdata
Department of Agriculture,USDA,Federal,Agricultural Marketing Service,AMS,http://catalog.data.gov/organization/ams-usda-gov,Mercaris,Food & Agriculture,1-10,AMS Market News Report,http://marketnews.usda.gov/portal/lg
Department of Agriculture,USDA,Federal,Agricultural Marketing Service,AMS,http://catalog.data.gov/organization/ams-usda-gov,Locavore,Food & Agriculture,1-10,Farmers Markets Geographic Data,https://explore.data.gov/Agriculture/Farmers-Markets-Geographic-Data/wfna-38ey
Department of Agriculture,USDA,Federal,Agricultural Marketing Service,AMS,http://catalog.data.gov/organization/ams-usda-gov,FindTheBest.com,Lifestyle & Consumer,51-200,,
Department of Agriculture,USDA,Federal,Agricultural Marketing Service,AMS,http://catalog.data.gov/organization/ams-usda-gov,Barchart,Data/Technology,51-200,,
Department of Agriculture,USDA,Federal,Economic Research Service,ERS,http://catalog.data.gov/organization/ers-usda-gov,FindTheBest.com,Lifestyle & Consumer,51-200,,
Department of Agriculture,USDA,Federal,Farm Service Agency,FSA,http://catalog.data.gov/organization/fsa-usda-gov,FindTheBest.com,Lifestyle & Consumer,51-200,,
Department of Agriculture,USDA,Federal,Foreign Agricultural Service,FAS,http://catalog.data.gov/organization/fas-usda-gov,Mercaris,Food & Agriculture,1-10,GATS,http://www.fas.usda.gov/gats/ExpressQuery1.aspx
Department of Agriculture,USDA,Federal,National Agricultural Statistics Service,NASS,http://catalog.data.gov/organization/nass-usda-gov,FarmLogs,Food & Agriculture,11-50,Cropland Data Layer,http://www.nass.usda.gov/research/Cropland/SARS1a.htm
Department of Agriculture,USDA,Federal,National Agricultural Statistics Service,NASS,http://catalog.data.gov/organization/nass-usda-gov,Nautilytics,Data/Technology,1-10,,
Department of Agriculture,USDA,Federal,National Agricultural Statistics Service,NASS,http://catalog.data.gov/organization/nass-usda-gov,FindTheBest.com,Lifestyle & Consumer,51-200,,
Department of Agriculture,USDA,Federal,National Agricultural Statistics Service,NASS,http://catalog.data.gov/organization/nass-usda-gov,Barchart,Data/Technology,51-200,,
Department of Agriculture,USDA,Federal,Natural Resources Conservation Service,NRCS,http://catalog.data.gov/organization/nrcs-usda-gov,Climate Corporation,Food & Agriculture,51-200,,
Department of Agriculture,USDA,Federal,US Forest Service,FS,http://catalog.data.gov/organization/fs-fed-us,Azavea,Geospatial/Mapping,11-50,US Forest Service,http://catalog.data.gov/organization/fs-fed-us
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,Jurispect,Business & Legal Services,1-10,,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,LoseIt.com,Lifestyle & Consumer,11-50,,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,Food+Tech Connect,Food & Agriculture,1-10,,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,Enigma.io,Data/Technology,11-50,,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,WeMakeItSafer,Lifestyle & Consumer,1-10,,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,BlackRock,Finance & Investment,"10,001+",,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,Vizzuality,Geospatial/Mapping,1-10,Open Street Map,http://www.openstreetmap.org
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,Whitby Group,Research & Consulting,11-50,Quality Controlled Local Climatological Data,http://cdo.ncdc.noaa.gov/qclcd/QCLCD?prior=N
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,Cloudmade,Geospatial/Mapping,51-200,GPS data,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,"Qado Energy, Inc.",Energy,1-10,Average cloudiness sunrise to sunset from manual observations (percent),
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,IFI CLAIMS Patent Services,Data/Technology,11-50,US granted patents XML,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,IFI CLAIMS Patent Services,Data/Technology,11-50,US patent applications XML,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,IFI CLAIMS Patent Services,Data/Technology,11-50,patent daily reassignments,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,IFI CLAIMS Patent Services,Data/Technology,11-50,public PAIR,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,IFI CLAIMS Patent Services,Data/Technology,11-50,patent reclassification,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,IFI CLAIMS Patent Services,Data/Technology,11-50,patent gazette,
Department of Commerce,USDC,Federal,Bureau of Economic Analysis,BEA,http://catalog.data.gov/organization/bea-gov,Investormill,Finance & Investment,1-10,GDP,https://www.bea.gov/national/nipaweb/DownSS2.asp
Department of Commerce,USDC,Federal,Bureau of Economic Analysis,BEA,http://catalog.data.gov/organization/bea-gov,Bridgewater,Finance & Investment,"1,001-5,000",Data on U.S. gross domestic product,
Department of Commerce,USDC,Federal,Bureau of Economic Analysis,BEA,http://catalog.data.gov/organization/bea-gov,Factset,Finance & Investment,"5,001-10,000",,
Department of Commerce,USDC,Federal,Bureau of Economic Analysis,BEA,http://catalog.data.gov/organization/bea-gov,Thinknum,Finance & Investment,1-10,,
Department of Commerce,USDC,Federal,Bureau of Economic Analysis,BEA,http://catalog.data.gov/organization/bea-gov,Remi,Governance,51-200,,
Department of Commerce,USDC,Federal,Bureau of Industry and Security,BIS,http://catalog.data.gov/organization/bis-doc-gov,"Graematter, Inc.",Data/Technology,1-10,,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Way Better Patents,Business & Legal Services,1-10,USPTO Bulk Patent Downloads,http://www.google.com/googlebooks/uspto-patents.html
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Think Computer Corporation,Business & Legal Services,1-10,Google and US Patent and Trademark Office (USPTO),http://www.google.com/googlebooks/uspto.html
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Think Computer Corporation,Business & Legal Services,1-10,Patent Applications,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Think Computer Corporation,Business & Legal Services,1-10,Patent Assignments,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Think Computer Corporation,Business & Legal Services,1-10,Trademark Assignments,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Think Computer Corporation,Business & Legal Services,1-10,Trademark Trial and Appeal Board,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,karmadata,Healthcare,1-10,USPTO Applications (2005-Present),
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,karmadata,Healthcare,1-10,USPTO Grants (2005-Present),
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,CrowdANALYTIX,Data/Technology,11-50,USPTO,http://patft.uspto.gov/netahtml/PTO/search-bool.html
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Quertle,Data/Technology,11-50,Search,http://www.uspto.gov/patents-application-process/search-patents
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Chemical Abstracts Service,Scientific Research,"1,001-5,000",,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Code-N,Data/Technology,11-50,,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Innography,Business & Legal Services,51-200,,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Computer Packages Inc,Data/Technology,51-200,,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,IFI CLAIMS Patent Services,Data/Technology,11-50,,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Collective IP,"Data/Technology,",1-10,,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,Patently-O,Media,1-10,,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,"Docket Alarm, Inc.",Business & Legal Services,1-10,,
Department of Commerce,USDC,Federal,International Trade Administration,ITA,http://catalog.data.gov/organization/trade-gov,Innography,Business & Legal Services,51-200,,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Stormpulse,Environment & Weather,1-10,National Weather Service National Hurricane Center,www.nhc.noaa.gov
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Climate Corporation,Food & Agriculture,51-200,Multi-sensor Radar Derived Daily Precipitation,www.ncep.noaa.gov
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Esri,Geospatial/Mapping,"1,001-5,000",Federal GPS and Geographic Data,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Lucid,Energy,11-50,NOAA weather data across the U.S.,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Whitby Group,Research & Consulting,11-50,Quality Controlled Local Climatological Data,http://cdo.ncdc.noaa.gov/qclcd/QCLCD?prior=N
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Trulia,Housing/Real Estate,201-500,Tornado Map,http://www.spc.noaa.gov/gis/svrgis/
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Trulia,Housing/Real Estate,201-500,Hurricane Research Division Hurricane Map,http://www.aoml.noaa.gov/hrd/hurdat/Data_Storm.html
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Azavea,Geospatial/Mapping,11-50,National Oceanic and Atmospheric Administration,http://catalog.data.gov/organization/noaa-gov
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Kaiser Permanante,Healthcare,"10,001+",GPS data,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Locavore,Food & Agriculture,1-10,GPS data,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Liquid Robotics,Geospatial/Mapping,51-200,GPS data,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Redfin,Housing/Real Estate,201-500,National Oceanic and Atmospheric Administration,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Rand McNally,Geospatial/Mapping,201-500,GPS data,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,1-10,Atlantic Oceanographic and Meteorological Laboratory,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,1-10,CoastWatch,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,1-10,National Climatic Data Center,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,1-10,National Coastal Data Development Center,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,1-10,National Data Buoy Center,
