company_name_id,company_name,url,city,state,zip_code,ceo_first_name,ceo_last_name,year_founded,full_time_employees,company_type,company_category,revenue_source,description,description_short,financial_info,sourceCount
Apextech-Llc,Apextech LLC,apextechllc.com,Arlington,VA,22201,Frederic,Persi,2003,17,Private,Data/Technology,Data Management and Analytic Services,"Apextech LLC's mission is to provide clients with effective tools and methods to measure their performance. As your provider of choice, Apextech addresses, analyzes, and evaluates current business processes and systems in order to effectively modify or augment our client’s capabilities. Our solutions are forward-thinking, flexible and scalable.","Apextech LLC, a commercial and government consulting firm, offers clients and partners innovative solutions to heighten business performance.","We have developed solutions in the international development space for NGOs and are working towards integrating those systems with governmental development data from USAID, the World Bank, the EU and the CIDA (Canadian International Development Agency).",NA
Appallicious,Appallicious,appallicious.com,San Francisco,CA,94104,Yo,Yoshida,2010,13,Private,Data/Technology,Software Licensing,"Appallicious (http://www.appallicious.com) is an open data visualization company that creates open data products for government agencies using our proprietary platform. Current products include: Disaster Assessment and Assistance Dashboard (DAAD), Code Enforcement Dashboard (CEAD), Apartment Facts, SF Rec & Park App, Neighborhood Score. The civic start-up has also developed the SkippittTM platform, which enables governments and businesses to generate revenue by leveraging your existing customer base and extending it via mobile. Appallicious is based in San Francisco, CA and is a Silicon Valley Innovation Summit A0250 to Watch Winner.",The Appallicious Mobile Commerce Platform is a leading technology for government and business to go mobile.,"<p>In March 2012, a neighbor of Appallicious co-founder, Yo Yoshida, died tragically after falling through a dilapidated staircase in Yo's apartment. After her death, Yo was inspired to create an application that would provide San Francisco residents with more information about their neighborhoods and the places they live. Neighborhood Score lets you see a score for any block in San Francisco.</p>

<p>Soon Appallicious will be launching Apartment Facts. This service will be a powerful tool for tenants across the country. Apartment Facts will create transparency when it comes to housing safety, accountability, and stopping tragedies like that of Yo's neighbor.</p>",NA
Archimedes-Inc,Archimedes Inc.,http://archimedesmodel.com/,San Francisco,CA,94105,John,Beasley,2006,50,Private,Healthcare,Software Licensing,"Archimedes is a healthcare modelling and analytics organization. With the Archimedes Model at its core, the company enables people to combine real-world healthcare data and simulation data to create compelling and actionable evidence used in individual healthcare decision-making, as well as populations, with applications in health and economic outcomes research, policy creation, and clinical trial design and operations.","Archimedes creates models using evidence from clinical trials, epidemiological studies, and other sources to show healthcare decision makers how different options affect outcomes and costs.",,NA
Areavibes-Inc,AreaVibes Inc.,http://www.areavibes.com/,,NY,,,,2009,10,Private,Data/Technology,not reported by company,"AreaVibe works to provide you with everything you need to know about every city in the United States. The AreaVibe algorithm assigns a total score (“AreaVibe” in our speak) based on the most important metrics for each city, including: cost of living, crime rates, education, employment, health & safety, housing, weather, transportation, local businesses and even user reviews. The higher the score, the better the city (in our opinion).",AreaVibe works to provide you with everything you need to know about every city in the United States.,,NA
Arpin-Van-Lines,Arpin Van Lines,http://www.arpin.com,West Warwick,RI,02893,,,1900,0,Private,Transportation,Not reported by company,"Arpin Van Lines is a privately owned moving services company, a subsidiary of Arpin Group,  that specializes in U.S. domestic and worldwide moving and storage services, global information storage management services and environmental stewardship through its various subsidiaries.","Arpin Van Lines, headquartered in West Warwick, Rhode Island, provides household goods moving and storage services for corporate, government, military, and residential customers.",,NA
Arrive-Labs,Arrive Labs,http://home.downloadarrive.com,San Francisco,CA,94110,,,2011,0,Private,Transportation,Not reported by company,"Arrive Labs builds software solutions for urban transit solutions, that currently has created two apps - Arrive and TransitHero. Arrive is a multi-modal urban transit app for San Francisco providing information across all available modalities like train, bus, taxis, SideCar, ZipCar and our friends, Scoot Networks. 

<p>TransitHero, an app for the San Francisco Bay Area, delivers live real-time transit information for BART, MUNI, and AC Transit. It combines live, crowd sourced reports from our community of users, as well as our proprietary data set to give you intelligence on public transit in the city. You can become a TransitHero by reporting anything from a delay to a crowded train, rescuing transit riders from bad transit experiences before they get stuck.</p>",Arrive Labs builds software solutions for urban transit challenges.,,NA
Asc-Partners,ASC Partners,http://www.asc-partners.com,Boston,MA,,,,2010,0,partnership,Business & Legal Services,Not reported by company,"ASC Partners offers business financial applications specific to small-to-medium size organizations in various industries. We provide extensive experience in technologies involving business process analyses, back office accounting systems, business applications, software integration, and analytical solutions. We design cost-effective plans for customers to achieve ongoing productivity.","ASC helps companies improve their productivity through state-of-the-art technologies involving business process analyses, back office accounting systems, business applications, software integration, and analytical solutions.",,NA
Asset4,Asset4,asset4.com,New York,NY,10036,,,2003,0,Private,Finance & Investment,Not reported by company,"ASSET4 AG provides investment research information on economic, environmental, social, and governance (ESG) aspects of corporate performance. The company provides a database containing ESG information of publicly listed companies, countries, local authorities, state-owned companies, and supranational entities in a Web based architecture. It also provides equity-focused solutions and fixed income solutions for professional investors and corporate executives; extra-financial information for fixed income investments; and carbon data and estimates.","Asset4 provides objective, comparable and auditable extra-financial information.",,100+
Atlas-Van-Lines,Atlas Van Lines,http://www.atlasvanlines.com,Evansville,IN,47712,Glen,Dunkerson,1948,500,Private,Transportation,Customers,"Atlas Van Lines is a subsidiary of Atlas World Group, a family of companies headquartered in Evansville, Indiana. Atlas serves markets for global relocation, benefits, recruiting, logistics and travel, through a network of more than 500 Atlas Agents in the United States and Canada, and service partners operating in 140 countries around the world. A commitment to integrity, quality and solutions still guides the company, just as Atlas Agent-owners still set the policies that further service excellence.","Atlas World Group, Inc. is a family of companies delivering transportation and related services globally through a network of quality agents and select service partners.","Atlas Van Lines, the flagship of Atlas World Group, is the second-largest carrier of household goods in the U.S. More than 500 Atlas Agents own and operate the equipment and warehouses required for providing the company's services.",1-10
Atsite,AtSite,www.atsiteinc.com,,DC,,,,1993,0,Private,Research & Consulting,,"AtSite's open-source technology and innovative building performance solutions help organizations maximize the strategic value and long-term performance of real estate assets. Our experts enable executives and building management teams to reduce costs, mitigate risk and scale for greater efficiency.",AtSite's open-source technology and innovative building performance solutions help organizations maximize the strategic value and long-term performance of real estate assets,,NA
Aunt-Bertha-Inc,"Aunt Bertha, Inc.",auntbertha.com,Austin,TX,78731,Erine,Gray,2010,19,Private,Governance,"Software Licensing, Subscriptions","At Aunt Bertha, Inc., we collect all federal, state, county, city, neighborhood, and charity program information and put it in one place. If it's based on need, then we collect it. Using information we learn about programs, and what we learn from the user, we intelligently match people with services that are designed specifically for their situation.",Aunt Bertha picks up where Uncle Sam leaves off by making it easy to find and apply for government and charitable social service programs.,,10-50
Aureus-Sciences-Now-Part-Of-Elsevier,Aureus Sciences (*Now part of Elsevier),http://www.aureus-sciences.com,Philadelphia,PA,19103,,,2000,0,Private,Scientific Research,Not reported by company,"Aureus Science provides Knowledge Management Systems that are uniquely designed for drug discovery research. Aureus delivers life sciences information solutions that integrate structured knowledge databases with powerful search and insight applications to turn Turn Data into Discovery. 

<p>Aureus Science was acquired by Elsevier in January 2013. Elsevier is a provider of information solutions that enhance the performance of science, health, and technology professionals, empowering them to make better decisions, deliver better care, and sometimes make groundbreaking discoveries. Elsevier provides web-based, digital solutions — among them ScienceDirect, Scopus, Elsevier Research Intelligence, and ClinicalKey —  and publishes nearly 2,200 journals, including The Lancet and Cell, and over 25,000 book titles, including a number of iconic reference works.</p>

The company is part of Reed Elsevier Group PLC, a world leading provider of professional information solutions in the Science, Medical, Legal and Risk and Business sectors",Aureus Sciences provides databases and information tools for pharmaceutical and biotech companies.,,NA
Autogrid-Systems,AutoGrid Systems,http://www.auto-grid.com,Redwood Shores,CA,94065,,,2011,0,Private,Energy,Not reported by company,"AutoGrid Systems is organizing the world's energy data by bringing Internet scale cloud-computing to process and analyze the petabytes of energy data produced from an increasingly networked and automated grid. AutoGrid then employs big data analytics to generate real-time predictions that creates actionable data for electricity generators, providers, grid operators, and their customers to improve the utilization of the grid and manage the cost to serve.","AutoGrid's Energy Data Platform is accessed through public or private cloud services, ensuring high security and privacy while reducing operational and capital expenses.",,NA
Avalara,Avalara,http://www.avalara.com,Bainbridge Island,WA,98110,,,2004,0,Private,Finance & Investment,Not reported by company,"Avalara has created a web-based platform that provides a complete package of automated end to end compliance services. Avalara works within your own financial, billing, ecommerce, or point of sale system to automate sales and use tax and compliance. Once configured, you never again worry about ever-changing, impenetrable rates, rules, boundaries, exemptions, tax holidays, reporting requirements, filing deadlines, etc. Avalara combines technology with available statutory content to deliver fully automated sales tax compliance solutions.","Avalara produces AvaTax, a cloud-based Software-as-a-Service (SaaS) solution that automatically delivers highly accurate tax decisions in real time.",,100+
Avvo,Avvo,http://www.avvo.com,Seattle,WA,98104,,,2006,0,Private,Business & Legal Services,Not reported by company,"At Avvo, our mission is to help people make the best decisions for their important legal needs. Avvo uses public records such as court records and records from state bar associations and regulatory agencies to help people find the right lawyer for their needs.","Avvo empowers consumers by rating lawyers and providing profiles with information including experience, background, disciplinary history, and reviews from clients.",,100+
Ayasdi,Ayasdi,http://www.ayasdi.com/,,CA,,,,2008,0,Private,Data/Technology,Not reported by company,"Ayasdi is an enterprise software platform that changes the way the organizations discover, extract and operationalize insights from complex data. Our approach combines advanced machine-learning with Topological Data Analysis (TDA) to automate how data scientists, domain experts, and business people achieve value from their data without the need to write code, queries, or ask questions. Ayasdi’s customers include General Electric, Citigroup, Merck, Anadarko, U.S. Food and Drug Administration (FDA), Centers for Disease Control and Prevention (CDC), the University of California San Francisco (UCSF), and Mount Sinai Hospital.","Ayasdi is an enterprise software platform that changes the way the organizations discover, extract and operationalize insights from complex data.","Funded by Khosla Ventures, Institutional Venture Partners, GE Ventures, Citi Ventures, and FLOODGATE,",NA
Azavea,Azavea,azavea.com,Philadelphia,PA,19107,Robert,Cheetham,2000,35,Private,Geospatial/Mapping,"Data Management and Analytic Services, Subscriptions, Software Development Services, Open Source Software","Azavea is a certified B Corporation whose mission is to apply geospatial technology for positive civic and social impact while advancing the state-of-the-art through research. 

<p>Azavea was the original developer of the OpenDataPhilly.org community site and has released the source code as Open-Data-Catalog. Azavea is also the Open Data Institute (ODI) regional node for Philadelphia and operates the national Summer of Maps program that matches students with non-profit organizations with geospatial data challenges. Our work combines user interface (UI) design and cloud computing to create web applications that can process big geospatial data sets very rapidly. We also share much of our work by releasing it under open source licenses so that others can re-use it. These projects include OpenTreeMap, DistrictBuilder, GeoTrellis, and among others.</p>

<p>In addition to using open geospatial datasets from a variety of federal and local sources, Azavea is dedicated to making that data available to others through creative new applications. Azavea's vision is a world in which geospatial analysis is part of a broad foundation upon which government, private, and nonprofit organizations operate for the common good by exchanging information, enhancing knowledge, and fostering collaboration.</p>",Azavea is a geospatial analysis (GIS) software development firm specializing in creating location-based web and mobile software as well as geospatial analysis services.,"Azavea is a bootstrap company that does not have any external investors. The firm has grown by reinvesting its profits in growth, product development, and research projects that combine user interface design with geospatial analysis and apply high performance computing techniques to geographic data processing. While the firm was originally founded in Philadelphia, it now serves clients across the United States and around the world.",100+
Balefire-Global,BaleFire Global,http://balefireglobal.com,Raleigh,NC,27628,Jason,Hare,2014,3,Private,Data/Technology,"Data Management and Analytic Services, Open Data Portal Deployment","BaleFire Global provides training, civic engagement and client success to NGOs and governments around the world. As an Open Data Institute Node we provide open data thought leadership and strategy as well as implementation and custom design. Our goal is to build a citizen experience the leads to transparency and positive economic impact using your open government data.","BaleFire Global provides training, civic engagement and client success to NGOs and governments around the world.","The three LLC partners each pledged 20,000.00 as start-up money for the company. We primarily work with Socrata as the client services vendor but also consult with government organizations on open data strategy. Our projected revenue for 2014 is around 1.2 million.",100+
Barchart,Barchart,www.barchartmarketdata.com,Chicago,IL,60606,,,1995,55,Private,Data/Technology,"Advertising, Data Management and Analytic Services, Software Licensing, Subscriptions, User Fees for Web or Mobile Access","Barchart.com is a full-service provider of futures, equity and foreign exchange market data. Barchart provides a wide range of market data products and solutions. As an established organization in an industry that demands accuracy and innovation, Barchart’s goal is to form partnerships that deliver comprehensive solutions for success, and has clients in the financial, agricultural, energy and media industries.","Barchart.com is a full-service provider of futures, equity and foreign exchange market data.",,1-10
Be-Informed,Be Informed,http://www.beinformed.com/BeInformed/website/en?init=true,New York,NY,10022,,,2006,0,Private,Data/Technology,Not provided by company,"Be Informed is an internationally operating, independent software vendor. The Be Informed business process platform transforms administrative processes. Thanks to Be Informed’s unique semantic technology and solutions, business applications become completely model-driven, allowing organizations to instantly execute on new strategies and regulations.","Be Informed’s semantic technology and solutions makes business applications completely model-driven, allowing organizations to instantly execute on new strategies and regulations.",,NA
Bekins,Bekins,http://www.bekins.com,Indianapolis,IN,46250,,,1936,0,Private,Transportation,Not reported by company,Bekins offers private and corporate domestic and international household goods relocation services as well as special commodities and logistic services.,Bekins offers private and corporate domestic and international household goods relocation services as well as special commodities and logistic services.,,NA
Berkery-Noyes-Mandasoft,Berkery Noyes MandAsoft,http://www.berkerynoyes.com,New York,NY,10006,,,1983,0,Private,Finance & Investment,Not reported by company,"MandAsoft.com, provided by Berkery Noves, is an information service that provides mergers and acquisitions data via a hosted and searchable database. It is based on the Berkery Noyes Information Industry Weekly report, a resource for mergers and acquisitions data for many top executives of companies that have been shaping the future of information. Although anyone interested in M&A would find MandAsoft.com to be useful, this service is geared towards a C-level executive who wants to quickly find and review information industry transactions and companies with an eye toward finding a match for their own products and services.","MandAsoft.com, created by Berkery Noyes, is a simple, powerful information service that provides mergers and acquisitions data via a hosted, graphically enhanced and searchable database.",,100+
Berkshire-Hathaway,Berkshire Hathaway,http://www.berkshirehathaway.com,Omaha,NE,,,,1998,0,Public,Insurance,Not reported by company,"Berkshire Hathaway Inc. is a holding company owning subsidiaries engaged in a number of diverse business activities. The Company is engaged in the insurance businesses conducted on both a primary basis and a reinsurance basis, a freight rail transportation business and a group of utility, and energy generation and distribution businesses. Berkshire also owns and operates a number of other businesses engaged in a variety of activities.",Berkshire Hathaway Inc. is a multinational conglomerate holding company that oversees and manages a number of subsidiary companies.,,100+
Betterlesson,BetterLesson,http://betterlesson.com,Cambridge,MA,02140,,,2008,0,Private,Education,Not reported by company,"BetterLesson is focused on aggregating and scaling the most innovative content and practices from high-performing teachers across the country. BetterLesson was founded by a group of public schools teachers to connect educators and help them create, organize, and share their curricula.","BetterLesson was founded by a group of public schools teachers to connect educators and help them create, organize, and share their curricula.",,NA
Billguard,BillGuard,https://www.billguard.com,New York,NY,11036,Yaron,Samid,2010,23,Private,Finance & Investment,User Fees for Web or Mobile Access,"BillGuard's mission is to use data to save people money. American consumers lose over $14 billion a year to legal grey charges which result from misleading sales and billing practices. We developed advanced crowd-sourcing technology to collect and analyze billing dispute data from millions of consumers in order to extract patterns of fraud and ""Grey Charges"". We use these analytics to monitor our user's credit and debit card statements, alerting them to similar charges on their cards and helping them get their money back.",BillGuard is a personal finance security company harnessing the collective knowledge of millions of consumers to protect Americans from fraud and grey charges.,"We have raised $13M to date from Google chairman Eric Schmidt, PayPal founder Peter Thiel, legendary VC Vinod Khosla, Bessemer Venture Partners, IA Venture Partners and others.  We are still a pre-revenue startup. We plan to generate revenue by certifying trusted merchants with our crowd-powered data.",NA
Bing,Bing,http://www.bing.com,Redmond,WA,98052,,,2009,0,Private,Data/Technology,Not reported by company,"Bing is a decision (search) engine from Microsoft that combines technology from the Farecast and Powerset acquisitions, as well as new algorithms and a more colorful page design, to attempt to understand the context behind the search, which Microsoft claims gives users better results.","Bing is a Microsoft decision (search) engine that attempts to understand the context behind the search, which Microsoft claims gives users better results.",,NA
Bizvizz,BizVizz,http://bizvizz.com,Milwaukee,WI,53202,,,2011,0,Private,Governance,Not reported by company,"BizVizz gives ordinary people corporate citizenship metrics by allowing them to see shareable tax data, jobs data, and other financial information hidden in regulatory documents. We collect all the important data by sifting through hundreds of regulatory documents, financial statements, and advocacy reports. A free and open API allows developers to build apps with the data and researchers to easily access the data from one trusted source.","BizVizz gives ordinary people corporate citizenship metrics by allowing them to see shareable tax data, jobs data, and other financial information hidden in regulatory documents.",,100+
Blackrock,BlackRock,http://www.blackrock.com,Atlanta,GA,30326,,,1988,0,Public,Finance & Investment,Not reported by company,"BlackRock offers mutual funds, closed-end funds, managed accounts and alternative investments to individuals, institutions and financial professionals. Our mission is to create a better financial future for our clients.",BlackRock is an asset management firm that works with individuals and institutions from all over the world.,,NA
Bloomberg,Bloomberg,http://www.bloomberg.com,New York,NY,10022,,,1982,0,Private,Finance & Investment,Not reported by company,"Bloomberg, a global business and financial information and news provider, gives influential decision-makers a critical edge by connecting them to a dynamic network of information, people and ideas. 

<p>The company delivers data, news and analytics through innovative technology, quickly and accurately. This is at the core of the Bloomberg Professional service, which provides real time financial information to subscribers globally.</p> 

<p>Bloomberg’s enterprise solutions leverages technology to allow customers to access, integrate, distribute and manage data and information across organizations more efficiently and effectively. </p>

<p>Through Bloomberg Law, Bloomberg Government, Bloomberg New Energy Finance and Bloomberg BNA, the company provides data, news and analytics to decision makers in industries beyond finance.</p>

<p>Bloomberg News, delivered through the Bloomberg Professional service, television, radio, mobile, the Internet and two magazines, Bloomberg Businessweek and Bloomberg Markets, covers the world with more than 2,430 news and multimedia professionals at 146 bureaus in 72 countries.</p>","Bloomberg is a global business and financial news information company, providing data, analytics, news and insight",.,100+
Booz-Allen-Hamilton,Booz Allen Hamilton,http://www.boozallen.com,McLean,VA,22102,,,1914,0,Public,Research & Consulting,Not reported by company,"Booz Allen Hamilton is a strategic management and technology consulting firm offering a full range of consulting services to senior management in industry and government. Our approach to management and technology consulting combines domain expertise with strong capabilities in strategy, and organization, analytics, technology and operations. 

<p>We work with leading organizations focused on improving and advancing our government. Together, we conduct studies, convene experts and stakeholders, and publish reports to proffer ideas that help government leaders take strides forward in achieving their mission. We also work with leading business associations, chambers of commerce, and groups aimed at fostering a better business environment, developing leaders, and facilitating collaborative connections across sectors and markets.</p>","Booz Allen Hamilton provides management consulting, technology, and engineering services.",,100+
