ts,referer,page,user_agent,ip
2014-04-23 07:25:28.294518,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",197.253.64.174
2014-04-23 07:52:54.417345,,/chart/,Mozilla/4.0 (compatible;),121.240.224.8
2014-04-23 08:38:50.203023,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",159.104.212.36
2014-04-23 10:48:08.400267,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),8.28.16.254
2014-04-23 10:48:08.379932,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",205.254.147.8
2014-04-23 12:58:46.388156,,/chart/,Mozilla/4.0 (compatible;),160.33.66.121
2014-04-23 13:30:22.328060,,/chart/,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),180.76.6.232
2014-04-23 16:31:38.676048,,/chart/,Mozilla/4.0 (compatible;),198.134.51.41
2014-04-23 16:31:38.499031,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),8.28.16.254
2014-04-23 16:38:12.735493,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),8.28.16.254
2014-04-23 16:38:12.879558,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",151.151.16.19
2014-04-23 21:27:27.881527,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",165.124.129.146
2014-04-24 00:52:22.578985,http://www.opendata500.com,/chart/,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.8) Gecko/20100721 Firefox/3.6.8,207.189.121.45
2014-04-24 01:59:45.513198,,/chart/,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),173.252.110.115
2014-04-24 02:51:33.647303,,/chart/,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),157.56.92.159
2014-04-24 05:35:50.895061,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),199.19.249.196
2014-04-24 05:35:51.235037,,/chart/,Mozilla/4.0 (compatible;),217.7.161.184
2014-04-24 05:49:35.660090,,/chart/,Mozilla/4.0 (compatible;),139.191.159.250
2014-04-24 06:02:34.522650,http://www.opendata500.com,/chart/,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",208.167.255.85
2014-04-24 11:09:43.561022,http://www.opendata500.com,/chart/,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",173.0.55.228
2014-04-24 13:23:28.589868,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MS-RTC LM 8; .NET4.0C; .NET4.0E; InfoPath.3),"80.195.127.6, 80.254.147.188"
2014-04-24 13:57:51.724702,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),8.28.16.254
2014-04-24 13:57:51.854578,http://www.opendata500.com/,/chart/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),166.123.216.46
2014-04-24 14:51:25.890457,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),8.28.16.254
2014-04-24 14:51:26.012276,http://www.opendata500.com/,/chart/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),166.123.216.45
2014-04-24 16:38:18.449169,,/chart/,Mozilla/4.0 (compatible;),160.111.250.109
2014-04-24 17:05:55.351712,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",216.165.95.78
2014-04-24 21:32:11.032406,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",210.146.35.2
2014-04-25 01:02:23.450531,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",210.146.35.2
2014-04-25 01:45:56.601701,,/chart/,Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/),123.30.175.85
2014-04-25 02:06:27.020123,http://opendata500.herokuapp.com,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",192.99.36.30
2014-04-25 06:15:58.324440,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",170.252.64.72
2014-04-25 06:46:50.718247,http://www.opendata500.com/,/chart/,Mozilla/5.0 (compatible; heritrix/3.1.1 +http://www.mixdata.com),54.72.4.157
2014-04-25 08:31:24.415720,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MS-RTC LM 8; .NET4.0C; .NET4.0E; InfoPath.3),"80.195.127.6, 80.254.147.188"
2014-04-25 09:23:25.162091,,/chart/,Mozilla/4.0 (compatible;),158.169.40.8
2014-04-25 23:40:40.587205,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",71.106.47.254
2014-04-26 00:54:00.156260,,/chart/,Mozilla/4.0,180.153.163.191
2014-04-26 04:30:05.552384,,/chart/,Aboundex/0.3 (http://www.aboundex.com/crawler/),173.192.34.95
2014-04-26 12:51:26.276608,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",94.98.104.77
2014-04-26 12:51:49.778875,https://www.google.com.sa/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",94.98.104.77
2014-04-26 12:52:35.705863,,/chart/,bitlybot,23.22.209.12
2014-04-26 12:52:35.049512,,/chart/,bitlybot,50.17.151.94
2014-04-26 12:57:11.134868,http://api.twitter.com/1/statuses/show/460100283549618176.json,/chart/,InAGist URL Resolver (http://inagist.com),173.255.202.150
2014-04-26 12:57:11.261366,,/chart/,Twitterbot/1.0,199.16.156.124
2014-04-26 12:57:11.434963,,/chart/,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),"10.193.228.48, 98.137.206.35"
2014-04-26 12:57:11.322917,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.23.222
2014-04-26 12:57:11.775644,,/chart/,ShowyouBot (http://showyou.com/crawler),173.192.79.101
2014-04-26 12:57:11.107599,,/chart/,Mozilla/5.0 (),74.112.131.243
2014-04-26 12:57:11.559505,,/chart/,Twitterbot/1.0,199.16.156.126
2014-04-26 12:57:12.331827,,/chart/,Livelapbot/0.1,92.222.2.40
2014-04-26 12:57:17.322028,,/chart/,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),65.52.244.38
2014-04-26 12:57:25.403318,,/chart/,grokkit-crawler (pdsupport@purediscovery.com),54.236.163.167
2014-04-26 12:57:42.343892,,/chart/,Mozilla/5.0 (compatible; Satrix Bot/1.0; +dima@tajseed.com),176.9.65.109
2014-04-26 12:58:04.973541,,/chart/,Mozilla/5.0 (compatible; Satrix Bot/1.0; +dima@tajseed.com),212.26.46.29
2014-04-26 12:58:19.318145,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.82.107.154
2014-04-26 12:58:32.814636,,/chart/,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",2.88.17.246
2014-04-26 12:59:50.399019,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D167 Twitter for iPhone",37.231.146.9
2014-04-26 13:00:04.217901,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.53
2014-04-26 13:01:05.997496,,/chart/,"rogerbot/1.0 (http://moz.com/help/pro/what-is-rogerbot-, rogerbot-crawler+shiny@moz.com)",208.184.81.30
2014-04-26 13:01:22.637721,,/chart/,Mozilla/5.0 (Digg/1.0; support@digg.com),204.236.178.38
2014-04-26 13:01:28.938133,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",37.104.225.112
2014-04-26 13:02:30.455846,http://t.co/NQu9jJLJfZ,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0,5.245.157.8
2014-04-26 13:05:55.802772,,/chart/,Android,87.109.11.242
2014-04-26 13:06:00.756985,,/chart/,bitlybot,50.17.151.94
2014-04-26 13:06:45.933722,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D201 Twitter for iPhone",37.106.102.31
2014-04-26 13:07:51.205942,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329 Twitter for iPhone",109.82.169.37
2014-04-26 13:08:11.538339,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D167 Twitter for iPhone",87.109.17.113
2014-04-26 13:08:56.284810,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B554a Twitter for iPhone",185.5.154.118
2014-04-26 13:10:24.446583,,/chart/,Mozilla/5.0 (compatible; EveryoneSocialBot/1.0; support@everyonesocial.com http://everyonesocial.com/),96.126.107.196
2014-04-26 13:14:17.309911,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.23.222
2014-04-26 13:14:17.623932,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Linux; Android 4.4.2; HTC One Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36",87.109.24.224
2014-04-26 13:17:32.540324,,/chart/,Mozilla/5.0 (compatible; EveryoneSocialBot/1.0; support@everyonesocial.com http://everyonesocial.com/),69.164.211.110
2014-04-26 13:17:55.181238,,/chart/,Livelapbot/0.1,37.187.198.138
2014-04-26 13:18:16.787257,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D201 Twitter for iPhone",2.91.62.115
2014-04-26 13:18:18.508850,,/chart/,MetaURI API/2.0 +metauri.com,23.29.122.195
2014-04-26 13:26:41.933890,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),185.20.4.143
2014-04-26 13:26:42.243949,,/chart/,Livelapbot/0.1,92.222.3.7
2014-04-26 13:28:27.124758,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Linux; Android 4.4.2; Nexus 5 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36","212.215.233.46, 66.249.81.85"
2014-04-26 13:28:53.428412,,/chart/,Mozilla/5.0 (compatible; zitebot support [at] zite [dot] com +http://zite.com),54.242.198.160
2014-04-26 13:29:35.354909,,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",87.109.29.27
2014-04-26 13:31:08.957587,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.48
2014-04-26 13:31:09.596294,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",2.88.43.86
2014-04-26 13:33:32.452813,,/chart/,newsme/1.0; feedback@news.me,50.18.9.24
2014-04-26 13:41:35.524473,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D201 Twitter for iPhone",87.109.11.113
2014-04-26 13:43:39.613991,,/chart/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",212.57.215.17
2014-04-26 13:43:39.965660,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.23.222
2014-04-26 13:49:24.717939,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Linux; Android 4.3; GT-I9300 Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36",212.215.237.254
2014-04-26 13:49:52.478766,,/chart/,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),"10.205.80.144, 98.137.206.35"
2014-04-26 13:53:59.030181,,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D167",87.109.35.121
2014-04-26 13:54:48.890867,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Linux; Android 4.4.2; HTC One Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36",87.109.24.224
2014-04-26 14:05:55.708521,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",77.31.66.84
2014-04-26 14:05:56.718077,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.54
2014-04-26 14:10:05.109229,,/chart/,Mozilla/5.0 (compatible; PaperLiBot/2.1; http://support.paper.li/entries/20023257-what-is-paper-li),37.59.18.43
2014-04-26 14:38:13.249292,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.82.177.129
2014-04-26 14:42:45.830087,,/chart/,Livelapbot/0.1,37.187.198.241
2014-04-26 14:42:45.814859,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.23.222
2014-04-26 14:42:49.824290,,/chart/,Readability/6534b2 - http://readability.com/about/,54.196.14.148
2014-04-26 14:43:32.058703,,/chart/,Mozilla/5.0 (compatible; Embedly/0.2; +http://support.embed.ly/),54.225.104.196
2014-04-26 15:12:51.903610,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D201 Twitter for iPhone",5.108.18.131
2014-04-26 15:13:14.297240,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.48
2014-04-26 15:24:07.130149,,/chart/,Mozilla/5.0 (compatible; TweetedTimes Bot/1.0; +http://tweetedtimes.com),5.255.228.39
2014-04-26 15:24:07.904906,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.24 (KHTML, like Gecko) (Contact: backend@getprismatic.com)",54.204.122.14
2014-04-26 15:50:53.666869,,/chart/,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),"10.205.80.144, 98.137.206.35"
2014-04-26 15:56:42.474727,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.49
2014-04-26 15:56:42.148203,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Linux; Android 4.4.2; GT-I9505 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.135 Mobile Safari/537.36",94.98.21.213
2014-04-26 16:16:09.364475,,/chart/,Mozilla/5.0 (compatible; TweetedTimes Bot/1.0; +http://tweetedtimes.com),5.255.228.44
2014-04-26 16:25:00.575052,http://news.google.com/,/chart/,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.2) Gecko/20090729 Firefox/3.5.2 (.NET CLR 3.5.30729; Diffbot/0.1; +http://www.diffbot.com),54.202.107.101
2014-04-26 16:32:34.142414,,/chart/,Mozilla/5.0 (compatible; TweetedTimes Bot/1.0; +http://tweetedtimes.com),5.255.228.43
2014-04-26 17:32:23.014402,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.53
2014-04-26 17:32:23.277846,,/chart/,"Mozilla/5.0 (Linux; U; Android 4.3; en-us; GT-N7100 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",37.106.17.107
2014-04-26 17:36:19.326665,,/chart/,Mozilla/5.0 (compatible; TweetedTimes Bot/1.0; +http://tweetedtimes.com),5.255.228.40
2014-04-26 17:41:51.486149,,/chart/,Mozilla/5.0 (compatible; TweetedTimes Bot/1.0; +http://tweetedtimes.com),5.255.228.39
2014-04-26 18:06:43.984988,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.51
2014-04-26 18:06:43.083288,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B206 Twitter for iPhone",94.98.54.111
2014-04-26 19:50:26.434265,,/chart/,Mozilla/5.0 (compatible; TweetedTimes Bot/1.0; +http://tweetedtimes.com),5.255.228.41
2014-04-26 20:55:43.618124,,/chart/,Pearltrees,93.184.35.31
2014-04-26 20:55:43.467507,,/chart/,Java/1.7.0_40,93.184.35.31
2014-04-26 22:33:27.891093,,/chart/,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),"10.199.138.126, 98.137.206.35"
2014-04-27 01:23:11.759438,,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,80.90.167.242
2014-04-27 01:23:12.143123,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.53
2014-04-27 01:32:26.347006,,/chart/,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),157.55.33.15
2014-04-27 01:54:29.303641,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.49
2014-04-27 01:54:31.375915,,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D201",188.117.43.146
2014-04-27 06:01:54.529436,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.48
2014-04-27 06:01:55.207329,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",82.147.198.194
2014-04-27 11:23:25.817073,,/chart/,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),157.55.35.41
2014-04-27 12:01:56.640416,,/chart/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",188.55.102.34
2014-04-27 12:03:00.258084,,/chart/,HTTP_Request2/2.2.0 (http://pear.php.net/package/http_request2) PHP/5.3.28,54.83.241.159
2014-04-27 12:03:20.058931,,/chart/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",188.55.102.34
2014-04-27 12:07:21.261773,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",65.50.203.215
2014-04-27 15:32:07.740102,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",2.89.89.247
2014-04-27 15:32:34.955375,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.49
2014-04-27 16:47:58.480576,http://t.co/NQu9jJLJfZ,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",77.30.204.16
2014-04-27 16:48:21.398129,,/chart/,Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/),46.236.24.48
2014-04-28 02:56:20.669668,,/chart/,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",212.215.232.108
2014-04-28 03:12:18.904036,http://www.opendata500.com/,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,94.77.227.142
2014-04-28 04:11:35.948340,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.237.229.212
2014-04-28 04:41:08.705658,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.237.229.212
2014-04-28 05:14:46.019241,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",192.165.213.236
2014-04-28 06:43:51.979275,http://opendata500.herokuapp.com,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0,192.95.29.28
2014-04-28 08:36:55.391433,http://www.opendata500.com,/chart/,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.8) Gecko/20100721 Firefox/3.6.8,207.189.121.45
2014-04-28 11:54:56.806794,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",65.50.203.215
2014-04-28 11:54:57.287454,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",65.50.203.200
2014-04-28 15:14:58.160688,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",198.175.154.212
2014-04-28 19:28:50.746049,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),203.16.53.1
2014-04-28 19:28:51.830218,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),103.246.36.213
2014-04-28 20:51:47.356605,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",129.78.233.210
2014-04-29 05:16:19.353933,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),103.246.38.196
2014-04-29 05:16:20.128294,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",64.209.240.10
2014-04-29 11:52:38.899277,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.226.175.252
